BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
"DIRT CHEAP, INC.",1060 WINEVILLE AVE,ONTARIO,CA,91764,493110,Corporation,281,4/5/2020,City National Bank
DIVERGENT TECHNOLOGIES INC,19601 Hamilton Avenue,TORRANCE,CA,90502,541330,Corporation,87,4/13/2020,Silicon Valley Bank
DIVERSIFIED THERMAL SERVICES,1220 N Barsten Way,ANAHEIM,CA,92806,236220,Subchapter S Corporation,105,4/15/2020,First Republic Bank
"DIVIDEND FINANCE, LLC",433 California St,SAN FRANCISCO,CA,94104,522291,Limited  Liability Company(LLC),144,4/10/2020,KeyBank National Association
DK ENTERPRISES INC.,520 S. 3rd Street,PATTERSON,CA,95363,238160,Corporation,139,4/5/2020,Oak Valley Community Bank
"DLS EVENTS, LLC",3780 WILSHIRE BLVD #800,LOS ANGELES,CA,90010,722320,Limited  Liability Company(LLC),329,4/28/2020,Sunwest Bank
DMCG INC,3230 VINE ST,RIVERSIDE,CA,92507,524210,Corporation,245,5/21/2020,"U.S. Bank, National Association"
DMG CORPORATION,1110 W TAFT AVE,ORANGE,CA,92865,423730,Employee Stock Ownership Plan(ESOP),113,4/14/2020,Fifth Third Bank
DMS DRYWALL & INTERIOR SYSTEMS INC,390 SELBY ST,SAN FRANCISCO,CA,94124,238990,Corporation,142,4/13/2020,Bank of the West
DMSD FOODS INC,41760 Ivy Street Suite 201,MURRIETA,CA,92562,722513,Cooperative,,4/14/2020,Pacific Western Bank
DMZ BUILDERS,4070 NELSON AVE STE A,CONCORD,CA,94520,237990,Corporation,69,4/12/2020,California Bank of Commerce
DNA TWOPOINTO INC.,37950 Central Court,NEWARK,CA,94560,541714,Corporation,103,4/30/2020,Comerica Bank
"DO AND CO LOS ANGELES, INC.",4000 Redondo Beach Ave Suite 101,REDONDO BEACH,CA,90278,722320,Corporation,230,6/11/2020,First Home Bank
DOBLER AND SONS,301 A Industrial Road,WATSONVILLE,CA,95076,111219,Limited  Liability Company(LLC),263,4/10/2020,Santa Cruz County Bank
DOHENY EYE INSTITUTE,1355 San pablo St.,LOS ANGELES,CA,90033,541715,Non-Profit Organization,,4/27/2020,Pacific Western Bank
"DOKKEN ENGINEERING, INC.",110 Blue Ravine Rd #200 0.0,FOLSOM,CA,95630,541330,Corporation,130,4/10/2020,"JPMorgan Chase Bank, National Association"
DOLAN CONCRETE CONSTRUCTION,3045 ALFRED ST,SANTA CLARA,CA,95054,238110,Corporation,69,4/27/2020,Heritage Bank of Commerce
"DOLLS KILL, INC.",2525 16th Street Suite 411,SAN FRANCISCO,CA,94103,541511,Corporation,377,4/15/2020,Silicon Valley Bank
"DOMINOIDS, INC.","6029 BRISTOL PKWY, #200",CULVER CITY,CA,90230,722513,Subchapter S Corporation,500,4/9/2020,City National Bank
DONGALEN ENTERPRISES INC.,330 COMMERCE CIR,SACRAMENTO,CA,95815,423990,Corporation,155,4/10/2020,California Bank of Commerce
"DOOR COMPONENTS, INC.",7980 REDWOOD AVE,FONTANA,CA,92336,332321,Corporation,195,4/10/2020,City National Bank
"DORFMAN-PACIFIC CO., A CA CORP",2615 BOEING WAY,STOCKTON,CA,95206,424320,Corporation,5,4/27/2020,Comerica Bank
"DOT PRINTER, INC.",2424 MCGAW AVENUE,IRVINE,CA,92614,323111,Corporation,231,4/14/2020,Fifth Third Bank
"DOUG VEERKAMP GENERAL ENGINEERING, INC",2585 Cold Springs Rd,PLACERVILLE,CA,95667,238910,Corporation,64,4/9/2020,Central Valley Community Bank
"DOUGHTRONICS, INC",2730 9TH STREET,BERKELEY,CA,94710,424490,Corporation,260,4/28/2020,Mechanics Bank
DOUGLAS PARKING LLC,1330 BROADWAY #630,OAKLAND,CA,94612,812930,Limited  Liability Company(LLC),462,4/5/2020,City National Bank
DOWNEY BRAND LLP,621 CAPITOL MALL FL 18,SACRAMENTO,CA,95814,541110,Limited Liability Partnership,165,4/6/2020,Five Star Bank
DP TECHNOLOGY CORP.,1150 AVENIDA ACASO,CAMARILLO,CA,93012,541511,Subchapter S Corporation,125,4/7/2020,City National Bank
DRCHRONO,328 Gibraltar Dr,SUNNYVALE,CA,94089,541611,Corporation,117,4/15/2020,First Republic Bank
"DREAMHOST, LLC",135 S. State College Blvd. Suite 500,BREA,CA,92821,518210,Limited  Liability Company(LLC),170,4/11/2020,"JPMorgan Chase Bank, National Association"
DREISBACH ENTERPRISES INC.,PO Box 7509,OAKLAND,CA,94601,453998,Sole Proprietorship,317,4/14/2020,"Readycap Lending, LLC"
"DRIFTWOOD DAIRY, INC",10724 LOWER AZUSA RD,EL MONTE,CA,91731,424430,Corporation,250,4/28/2020,"HSBC Bank USA, National Association"
"DRYCO CONSTRUCTION, INC.",42745 Boscell Road,FREMONT,CA,94538,237310,Corporation,374,4/9/2020,Fremont Bank
"DSWR, INC.",3017 Douglas Boulevard,ROSEVILLE,CA,95661,236118,Corporation,93,4/9/2020,"Zions Bank, A Division of"
"DTG LAS VEGAS MANAGER, LLC",4700 WILSHIRE BLVD,LOS ANGELES,CA,90010,722511,Limited  Liability Company(LLC),380,4/27/2020,City National Bank
"DUARTE NURSERY, INC.",1555 BALDWIN RD,HUGHSON,CA,95326,111421,Subchapter S Corporation,308,4/15/2020,"Yosemite Farm Credit, Aca"
DUNCAN ENTERPRISES,5673 E SHIELDS AVE,FRESNO,CA,93727,325510,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
DUNLOP MANUFACTURING INC,150 Industrial Way,BENICIA,CA,94510,339992,Corporation,234,4/14/2020,"Bank of America, National Association"
"DURAN & VENABLES, INC.",748 S. HILLVIEW DRIVE,MILPITAS,CA,95035,238910,Corporation,84,4/28/2020,Western Alliance Bank
"DURAN CONTRACTING, INC.",430 California Avenue,MCFARLAND,CA,93250,115115,Subchapter S Corporation,,6/16/2020,"Fundbox, Inc."
"DWAYNE NASH INDUSTRIES, INC",8825 WASHINGTON BLVD STE 100,ROSEVILLE,CA,95678,238160,Corporation,172,4/4/2020,First Foundation Bank
"DWW III CO, INC",18881 Beach Blvd,HUNTINGTON BEACH,CA,92648,441110,Subchapter S Corporation,139,4/13/2020,Toyota Financial Savings Bank
DWWO INC,2550 N TUSTIN ST,ORANGE,CA,92865,441110,Subchapter S Corporation,121,4/16/2020,Comerica Bank
"DWWTL, INC",45 AUTO CENTER DR,TUSTIN,CA,92782,441110,Subchapter S Corporation,230,4/13/2020,Comerica Bank
"DWWTO, INC.",1400 N TUSTIN ST,ORANGE,CA,92867,441110,Subchapter S Corporation,235,4/15/2020,Comerica Bank
"DWWTR, INC.",7870 Indiana Ave,RIVERSIDE,CA,92504,441110,Subchapter S Corporation,160,4/13/2020,Toyota Financial Savings Bank
"DYNAMIC NURSING SERVICES, INC.",14260 Ventura Blvd. Ste 300,SHERMAN OAKS,CA,91423,621610,Corporation,370,4/4/2020,Union Bank and Trust Company
"DYNAMO AVIATION, INC.",16760 SCHOENBORN ST,NORTH HILLS,CA,91343,488190,Corporation,150,4/16/2020,"Citibank, N.A."
"DYTRAN INSTRUMENTS, INC.",21592 Marilla St,CHATSWORTH,CA,91311,334516,Subchapter S Corporation,170,4/5/2020,American Business Bank
"E & E CO., LTD.",45875 NORTHPORT LOOP,FREMONT,CA,94538,423220,Corporation,234,4/9/2020,East West Bank
E M THARP INC,15243 ROAD 192,PORTERVILLE,CA,93257,423110,Corporation,220,4/27/2020,Central Valley Community Bank
E&AMP;S RING MANAGEMENT CORPORATION,11050 SANTA MONICA BLVD. 2ND FLOOR,LOS ANGELES,CA,90025,531210,Subchapter S Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"E&S INTERNATIONAL ENTERPRISES, INC.",7801 HAYVENHURST AVE,VAN NUYS,CA,91406,423620,Subchapter S Corporation,162,4/7/2020,City National Bank
"E.J. HARRISON & SONS, INC",5275 COLT ST,VENTURA,CA,93003,562111,Corporation,222,4/13/2020,City National Bank
"E.M. PIZZA, INC.",1935 E. COLORADO BLVD #B,PASADENA,CA,91107,722513,Corporation,500,4/14/2020,Manufacturers Bank
"E.REPUBLIC,INC.C INC",100 BLUE RAVINE RD,FOLSOM,CA,95630,518210,Corporation,166,4/8/2020,California Bank of Commerce
EAGLE BUILDING SYSTEMS INC,1841 HOWARD ROAD,MADERA,CA,93637,238990,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"EAGLE LATH & PLASTER, INC.",4350 Warehouse Ct.,NORTH HIGHLANDS,CA,95660,236115,Corporation,228,4/10/2020,Tri Counties Bank
EAGLE SYSTEMS INTERNATIONAL INC.,28436 SATELLITE ST,HAYWARD,CA,94545,238220,Corporation,265,4/27/2020,"Bank of America, National Association"
EARGO INC.,"1600 Technology Dr., 6th Floor",SAN JOSE,CA,95110,423450,Corporation,226,4/29/2020,MidFirst Bank
EARL ADAMS TILE-COPING & PLASTERING INC,3675 Old Santa Rita Rd,PLEASANTON,CA,94588,236220,Subchapter S Corporation,188,4/27/2020,First Republic Bank
EARLENS CORPORATION,4045A Campbell Avenue,MENLO PARK,CA,94025,334510,Corporation,165,4/28/2020,Silicon Valley Bank
"EARTH ISLAND, A CALIFORNIA CORPORATION",9201 Owensmouth Avenue,CHATSWORTH,CA,91311,311941,Corporation,235,4/6/2020,City National Bank
EARTH SYSTEMS PACIFIC,720 AEROVISTA PL STE A,SAN LUIS OBISPO,CA,93401,541330,Corporation,144,4/27/2020,Pacific Premier Bank
"EAST BAY CLARKLIFT, INC.",4701 Oakport St.,OAKLAND,CA,94601,423830,Corporation,144,4/14/2020,Western Alliance Bank
"EAST BAY INFINITI, INC.",4200 John Monego Court,DUBLIN,CA,94568,441110,Subchapter S Corporation,0,4/10/2020,Live Oak Banking Company
"EAST BAY INTEGRATED CARE, INC",3470  BUSKIRK AVE,PLEASANT HILL,CA,94523,621610,Non-Profit Organization,195,4/8/2020,City National Bank
"EAST BAY RESTAURANT SUPPLY, INC.",49 Fourth Street,OAKLAND,CA,94607,423440,Corporation,137,4/6/2020,Fremont Bank
EAST BAY TIRE CO.,2200 Huntington Drive Unit C,FAIRFIELD,CA,94533,441320,Corporation,176,4/8/2020,TCF National Bank
"EAST VALLEY COMMUNITY HEALTH CENTER, INC.",420 GLENDORA AVE,WEST COVINA,CA,91790,621498,Non-Profit Organization,290,4/7/2020,American Business Bank
EASTBAY EQUITIES INC,399 TAYLOR BLVD Suite 103,PLEASANT HILL,CA,94523,722513,Subchapter S Corporation,500,4/15/2020,"Bank of America, National Association"
EASTERN PLUMAS HOSPITAL,500 1st Avenue,PORTOLA,CA,96122,923120,Non-Profit Organization,201,5/1/2020,Bank of the West
"EAT JUST, INC. F.K.A. JUST, INC. F.K.A. HAMPTON CREEK, INC.",2000 FOLSOM ST,SAN FRANCISCO,CA,94110,111998,Subchapter S Corporation,114,4/27/2020,"HSBC Bank USA, National Association"
EATALY CENTURY CITY LLC,10250 Santa Monica Blvd suite 2705,LOS ANGELES,CA,90067,722511,Limited  Liability Company(LLC),390,4/10/2020,"JPMorgan Chase Bank, National Association"
"EBMC, LTD.",6600 Hunter Drive,ROHNERT PARK,CA,94928,531312,Corporation,348,4/8/2020,City National Bank
ECB CORPORATION,6400 ARTESIA BLVD,BUENA PARK,CA,90620,332322,Corporation,122,4/8/2020,American Business Bank
"ECO BAY SERVICES, INC.",1501 MINNESOTA ST,SAN FRANCISCO,CA,94107,541330,Corporation,220,4/14/2020,California Bank of Commerce
"ECOLOGY RECYCLING SERVICES, LLC",14150 Vine Place,CERRITOS,CA,90703,441310,Limited  Liability Company(LLC),246,4/28/2020,"MUFG Union Bank, National Association"
"ECONOLITE CONTROL PRODUCTS, INC.",1250 N. Tustin Avenue,ANAHEIM,CA,92807,334290,Subchapter S Corporation,124,5/1/2020,Bank of the West
"ECOSENSE LIGHTING, INC","837 N Spring St. Suite 103, Suite 2175",LOS ANGELES,CA,90012,541511,Corporation,0,6/30/2020,Silicon Valley Bank
"EDEN HOUSING MANAGEMENT, INC.",22645 GRAND STREET 0,HAYWARD,CA,94541,531210,Non-Profit Organization,269,4/27/2020,"Citibank, N.A."
"EDEN HOUSING, INC.",22645 GRAND ST,HAYWARD,CA,94541,531110,Non-Profit Organization,151,4/16/2020,"Citibank, N.A."
EDGES ELECTRICAL GROUP LLC,1135 Auzerais Ave,SAN JOSE,CA,95126,423610,Limited  Liability Company(LLC),311,4/28/2020,Comerica Bank
EDGEWOOD CENTER FOR CHILDREN AND FAMILIES,1801 Vincente Street,SAN FRANCISCO,CA,94116,531120,Non-Profit Organization,,4/14/2020,Heritage Bank of Commerce
EDNOVATE INC,350 FIGUEROA ST Suite 250,LOS ANGELES,CA,90071,611110,Non-Profit Organization,,4/28/2020,"Banc of California, National Association"
"EDWARD R. MARSZAL ENTERPRISES, INC.",5805 WINDMILL WAY,CARMICHAEL,CA,95608,447190,Corporation,262,5/3/2020,"Bank of America, National Association"
"EGO, INC.",180 Via Verde Suite 100,SAN DIMAS,CA,91773,541219,Corporation,,4/14/2020,Pacific Western Bank
EGOMOTION CORPORATION,321 11th Street,SAN FRANCISCO,CA,94103,111211,Sole Proprietorship,6,5/27/2020,Customers Bank
"EHT HIOR, LLC",10250 Constellation Blvd,CENTURY CITY,CA,90067,,Limited  Liability Company(LLC),394,5/3/2020,"Newtek Small Business Finance, Inc."
"EHT QMLB, LLC",10250 Constellation Blvd,CENTURY CITY,CA,90067,721110,Limited  Liability Company(LLC),500,5/3/2020,"Newtek Small Business Finance, Inc."
EISENBERG VILLAGE OF THE LOS ANGELES JEWISH HOME FOR THE AGING,18855 Victory Blvd,RESEDA,CA,91335,623110,Non-Profit Organization,493,4/10/2020,KeyBank National Association
EK HEALTH SERVICES INC.,992 S DE ANZA BLVD STE 101,SAN JOSE,CA,95129,524114,Corporation,95,4/9/2020,Western Alliance Bank
"EL PROYECTO DEL BARRIO, INC.",8932 WOODMAN AVE,ARLETA,CA,91331,923120,Non-Profit Organization,410,5/12/2020,Citizens Business Bank
ELACARTE INC.,810 Hamilton St,REDWOOD CITY,CA,94063,541511,Corporation,134,4/12/2020,First Home Bank
ELDORADO CARE CENTER L.P.,510 E Washington Ave,EL CAJON,CA,92020,623110,Limited Liability Partnership,481,4/16/2020,First Bank of the Lake
"ELECTRIC TECH CONSTRUCTION, INC.",1910 MARK COURT STE 130,CONCORD,CA,94520,238210,Corporation,168,4/10/2020,California Bank of Commerce
ELECTRONIC RECYCLERS INTERNATIONAL INC.,7815 N PALM AVE STE 140,FRESNO,CA,93711,562920,Corporation,437,4/10/2020,Comerica Bank
"ELECTRONIC WAVEFORM LAB, INC.",5702 BOLSA AVE,HUNTINGTON BEACH,CA,92649,334510,Corporation,244,4/6/2020,American Business Bank
ELEVATED RESOURCES INC.,3990 WESTERLY PL STE 270,NEWPORT BEACH,CA,92660,518210,Corporation,205,4/14/2020,Pacific Premier Bank
ELEVEN LLC,4201 WILSHIRE BLVD,LOS ANGELES,CA,90010,541810,Limited  Liability Company(LLC),100,4/29/2020,Sunwest Bank
"ELEVEN WESTERN BUILDERS, INC",2862 EXECUTIVE PL,ESCONDIDO,CA,92029,236220,Corporation,,4/15/2020,Pacific Western Bank
"ELIAS & COMPANY MANAGEMENT, INC.","720 N. Archibald Ave, Suite C",ONTARIO,CA,91764,561320,Corporation,346,4/10/2020,Gulf Coast Bank and Trust Company
ELICA HEALTH CENTERS,1860 HOWE AVE ste 440,SACRAMENTO,CA,95825,621399,Corporation,332,4/13/2020,First Northern Bank of Dixon
"ELITE AEROSPACE GROUP, INC.",1641 REYNOLDS AVE,IRVINE,CA,92614,541330,Corporation,118,4/7/2020,City National Bank
ELITE AIRWAYS LLC,4607 Lakeview Canyon Rd #588,WESTLAKE VILLAGE,CA,91361,481211,Limited  Liability Company(LLC),153,6/15/2020,"Bank of America, National Association"
ELITE LIGHTING CORP,5424 E. Slauson Ave,COMMERCE,CA,90040,335122,Corporation,215,4/15/2020,Bank of Hope
"ELITE SHOW SERVICES, INC.",2878 CAMINO DEL RIO 260,SAN DIEGO,CA,92108,561612,Corporation,,4/16/2020,"Banc of California, National Association"
ELKAY PLASTICS CO. INC,6000 Sheila St,COMMERCE,CA,90040,326111,Corporation,212,4/12/2020,"MUFG Union Bank, National Association"
"ELLIOTT/DRINKWARD CONSTRUCTION, INC.",2535 237TH ST,TORRANCE,CA,90505,238130,Corporation,137,4/15/2020,Pacific Western Bank
ELPX LLC,602 SHASTA DR,ENCINITAS,CA,92024,722511,Limited  Liability Company(LLC),500,5/3/2020,"Bank of America, National Association"
ELYXIR DISTRIBUTING LLC,270 W. RIVERSIDE DRIVE,WATSONVILLE,CA,95076,424810,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
"EMERALD PACKAGING, INC.",33050 WESTERN AVE,UNION CITY,CA,94587,326111,Corporation,236,4/6/2020,City National Bank
"EMPIRE TRANSPORTATION, INC.",8800 Park Street,BELLFLOWER,CA,90706,485510,Corporation,500,5/3/2020,"Zions Bank, A Division of"
ENCOMPASS COMMUNITY SERVICES,380 Encinal St. Suite 200,SANTA CRUZ,CA,95060,621112,Non-Profit Organization,450,4/11/2020,Santa Cruz County Bank
ENCORE EDUCATION CORPORATION,16955 LEMON ST,HESPERIA,CA,92345,923110,Corporation,190,4/12/2020,Umpqua Bank
ENGEN ENTERPRISES INC,31192 LA BAYA DR Suite B,WESTLAKE VILLAGE,CA,91362,722513,Corporation,29,4/5/2020,City National Bank
ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS INC,550 W C St Ste 1630,SAN DIEGO,CA,92101,541511,Corporation,143,4/11/2020,"Bank of America, National Association"
ENGINEERING EMPLOYEES SERVICES CORPORATION,888 FIGUEROA ST,LOS ANGELES,CA,90017,541330,Corporation,91,4/11/2020,First Republic Bank
ENGINEERING REMEDIATION RESOUR,4585 PACHECO BLVD #200,MARTINEZ,CA,94553,562910,Subchapter S Corporation,200,4/10/2020,Comerica Bank
"ENI - JR286, INC.",20100 S. Vermont Ave.,TORRANCE,CA,90502,423910,Corporation,0,4/6/2020,First Choice Bank
"ENKI HEALTH & RESEARCH SYSTEMS, INC.",150 E. Olive Avenue Suite 203,BURBANK,CA,91502,621420,Non-Profit Organization,351,4/28/2020,Sonabank
ENQUERO INC,1551 McCarthy Blvd #207,MILPITAS,CA,95035,541612,Corporation,,4/15/2020,Technology CU
ENTERPRISE EVENTS GROUP,"950 Northgate Drive, Suite 100",SAN RAFAEL,CA,94903,561920,Subchapter S Corporation,170,4/15/2020,Signature Bank
"ENTISYS SOLUTIONS, INC. DBA ENTISYS360",1855 GATEWAY BLVD STE 730,CONCORD,CA,94520,541519,Subchapter S Corporation,152,4/10/2020,"JPMorgan Chase Bank, National Association"
ENVENT CORPORATION,3220  E 29th St,LONG BEACH,CA,90806,541620,Corporation,164,5/3/2020,"Bank of America, National Association"
"ENVIRO TECH CHEMICAL SERVICES, INC.",500 WINMOORE WAY,MODESTO,CA,95358,424690,Corporation,206,4/13/2020,Central Valley Community Bank
ENVIRONMENTAL CHARTER SCHOOLS,2625 Manhattan Beach Blvd. Suite 100,REDONDO BEACH,CA,90278,611110,Non-Profit Organization,167,4/27/2020,Beneficial State Bank
"ENVIRONMENTAL SERVICE PARTNERS, INC.",2550 Barrington CT,HAYWARD,CA,94545,,Subchapter S Corporation,315,5/1/2020,"JPMorgan Chase Bank, National Association"
"ENVIRONMENTAL SYSTEMS, INC OF NORTHERN CALIFORNIA",3353 De la Cruz Blvd,SANTA CLARA,CA,95054,541620,Subchapter S Corporation,85,4/27/2020,Community Bank of the Bay
ENVISION FOODS LLC,15401 Anacapa Rd,VICTORVILLE,CA,92392,722513,Limited  Liability Company(LLC),500,4/15/2020,"Bank of America, National Association"
"ENVISION WC MB AUTO, LLC","2010 E Garvey Ave, S",WEST COVINA,CA,91791,441110,Limited  Liability Company(LLC),,4/28/2020,"U.S. Bank, National Association"
"ENVOY, INC",410 Townsend St. Ste No. 410,SAN FRANCISCO,CA,94107,518210,Corporation,193,4/15/2020,Silicon Valley Bank
EPICUREAN GROUP,"111 Main street, suite 3",LOS ALTOS,CA,94022,722310,Subchapter S Corporation,451,4/27/2020,"Harvest Small Business Finance, LLC"
EPISCOPAL COMMUNITIES & SERVICES FOR SENIORS,605 East Huntington Drive Ste 207,MONROVIA,CA,91016,623311,Non-Profit Organization,317,4/29/2020,"Bank of America, National Association"
EPISCOPAL COMMUNITY SERVICES OF SAN FRANCISCO,165 8th St,SAN FRANCISCO,CA,94103,813319,Non-Profit Organization,333,4/9/2020,"CRF Small Business Loan Company, LLC"
"EPISCOPAL COMMUNITY SERVICES, INC.","401 Mile of Cars Way, Suite 350",NATIONAL CITY,CA,91950,624190,Corporation,424,5/1/2020,Bank of the West
"EQUITAS ACADEMY CHARTER SCHOOL, INC.",1700 PICO BLVD,LOS ANGELES,CA,90015,611110,Non-Profit Organization,217,4/28/2020,Pacific Western Bank
"ERIC STARK INTERIORS, INC.",2284 PARAGON DR,SAN JOSE,CA,95131,238310,Corporation,45,4/29/2020,"MUFG Union Bank, National Association"
ERICKSON FRAMING CA LLC,8350 INDUSTRIAL AVE,ROSEVILLE,CA,95678,238130,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
ERICKSON-HALL CONSTRUCTION CO.,500 Corporate Drive.,ESCONDIDO,CA,92029,236220,Corporation,151,4/5/2020,Endeavor Bank
ERNEST PACKAGING,5777  SMITHWAY ST,COMMERCE,CA,90040,424130,Corporation,200,4/15/2020,"Citibank, N.A."
ERNIE & SONS SCAFFOLDING,1960 OLIVERA RD,CONCORD,CA,94520,532490,Corporation,123,4/9/2020,City National Bank
ERNIE BALL INC.,53 973 Polk Street,COACHELLA,CA,92236,339992,Subchapter S Corporation,227,4/10/2020,American Riviera Bank
"ESOP - PACIFIC UTILITY INSTALLATION, INC.",510 MALLOY CT,CORONA,CA,92880,238210,Employee Stock Ownership Plan(ESOP),146,4/6/2020,American Business Bank
ESPINOZA FARM LABOR CONTRACTOR,1921 13TH AVE,DELANO,CA,93215,111998,Corporation,412,5/10/2020,"Bank of America, National Association"
"ESTANCIA OPERATIONS, LLC",2532 DUPONT DR,IRVINE,CA,92612,721110,Limited  Liability Company(LLC),,4/9/2020,Farmers & Merchants Bank of Long Beach
"ETCHANDY FARMS, LLC",9 Vista Tramonto,NEWPORT COAST,CA,92657,111333,Limited  Liability Company(LLC),337,4/28/2020,Farmers & Merchants Bank of Long Beach
ETECKCITY CORPORATION,1202 N Miller St,ANAHEIM,CA,92806,423990,Corporation,67,4/28/2020,"U.S. Bank, National Association"
"ETHAN CONRAD PROPERTIES, INC.",1300 NATIONAL DR STE 100,SACRAMENTO,CA,95834,531312,Subchapter S Corporation,146,4/9/2020,Western Alliance Bank
"ETHIKA, INC.",20531 CRESCENT DR,LAKE FOREST,CA,92630,448190,Corporation,123,5/3/2020,"U.S. Bank, National Association"
"EUGENUS, INC.",677 River Oaks Pkwy,SAN JOSE,CA,95134,333242,Corporation,73,6/10/2020,Hanmi Bank
EUROMOTORS INC,500 8th St,SAN FRANCISCO,CA,94103,441110,Corporation,160,5/3/2020,"Bank of America, National Association"
"EVANS BROTHERS, INC.",4374 Contractors Common Suite A,LIVERMORE,CA,94551,238910,Corporation,86,4/11/2020,Fremont Bank
EVENTS MANAGAMENT INC.,1798 Bryant St,SAN FRANCISCO,CA,94110,722310,Corporation,450,4/28/2020,First Republic Bank
EVERNOTE CORPORATION,305 Walnut Avenue,REDWOOD CITY,CA,94063,511210,Corporation,242,4/10/2020,Stearns Bank National Association
"EVOLV SURFACES, INC.",1315 ARMSTRONG AVE,SAN FRANCISCO,CA,94124,423320,Subchapter S Corporation,161,4/10/2020,City National Bank
EXCALIBUR WELL SERVICES,22034 Rosedale Highway,BAKERSFIELD,CA,93314,213112,Subchapter S Corporation,157,4/13/2020,Valley Republic Bank
EXCEL BUILDING SERVICES LLC,1061 SERPENTINE LN #H,PLEASANTON,CA,94566,561740,Limited  Liability Company(LLC),391,4/8/2020,First Bank
"EXCEL CABINETS, INC.",225 Jason Ct,CORONA,CA,92879,238350,Corporation,220,4/15/2020,"Bank of America, National Association"
EXCEPTIONAL CHILDREN'S FOUNDATION,5350 MACHADO LN,CULVER CITY,CA,90230,624120,Non-Profit Organization,350,4/28/2020,Pacific Western Bank
"EXOANALYTIC SOLUTIONS, INC.",27042 Towne Centre Drive Suite 250,FOOTHILL RANCH,CA,92610,541715,Corporation,0,4/6/2020,Live Oak Banking Company
"EXPERT AUTOMOTIVE RECONDITIONING, INC.",1407 N Batavia Suite 202,ORANGE,CA,92867,541611,Corporation,321,4/27/2020,"Harvest Small Business Finance, LLC"
"EXPONENTIAL INTERACTIVE, INC.","5858 Horton Street, Suite 300",EMERYVILLE,CA,94608,541810,Corporation,98,4/28/2020,Customers Bank
"EXPRESS CONTRACTORS, INC.",11625 INDUSTRY AVE,FONTANA,CA,92337,561790,Corporation,253,4/27/2020,Pacific Western Bank
EZ-FLO INTERNATIONAL INC.,2750 MISSION BLVD,ONTARIO,CA,91761,423720,Subchapter S Corporation,178,4/12/2020,Comerica Bank
F J WILLERT CONTRACTING CO INC,1869 Nirvana Avenue,CHULA VISTA,CA,91911,237990,Corporation,180,4/16/2020,"Zions Bank, A Division of"
