zip,businessname,address,city,state,naicscode,businesstype,jobsretained,dateapproved,lender
95060,NEW TEACHER CENTER,"1205 Pacific Avenue, Suite 301",SANTA CRUZ,CA,923130.0,Non-Profit Organization,133.0,4/13/2020,Santa Cruz County Bank
91730,"NEW WORLD MEDICAL, INCORPORATED",10763 EDISON CT.,RANCHO CUCAMONGA,CA,339112.0,Corporation,38.0,4/6/2020,City National Bank
92270,"NEWAGE RANCHO MIRAGE, LLC",68900 FRANK SINATRA DR,RANCHO MIRAGE,CA,721110.0,Limited  Liability Company(LLC),389.0,4/10/2020,East West Bank
90254,NEWMAN HOSPITALITY INCORPORATED,703 PIER AVE Ste. B815,HERMOSA BEACH,CA,722513.0,Corporation,495.0,4/11/2020,"Bank of America, National Association"
92660,NEWMEYER & DILLION LLP,895 DOVE ST FL 5,NEWPORT BEACH,CA,541110.0,Limited Liability Partnership,118.0,4/15/2020,"MUFG Union Bank, National Association"
92606,"NEXGEN PHARMA, INC.",46 Corporate Park Suite 200,IRVINE,CA,325412.0,Subchapter S Corporation,414.0,4/29/2020,Bank of the West
95112,NEXTGEN TECHNOLOGIES,1735 N 1ST STREET SUITE  308,SAN JOSE,CA,541618.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92117,"NEXUSCW, INC.",4901 MORENA BLVD Suite 122,SAN DIEGO,CA,561320.0,Corporation,,6/1/2020,Radius Bank
93704,NEYA INC,384 W Shaw Ave,FRESNO,CA,447190.0,Subchapter S Corporation,6.0,4/27/2020,Westamerica Bank
95354,NGB CONSTRUCTION INC,450 BURNEY ST. STE H,MODESTO,CA,236115.0,Corporation,18.0,4/10/2020,Tri Counties Bank
93291,"NGC CONSTRUCTION, INC.","1150 CHINOWTH STREET, STE B",VISALIA,CA,236115.0,Corporation,320.0,5/3/2020,"MUFG Union Bank, National Association"
95062,"NHS, INC","104 Bronson St, Suite #9",SANTA CRUZ,CA,423910.0,Subchapter S Corporation,134.0,4/6/2020,Santa Cruz County Bank
93230,NICHOLS PISTACHIO,13762 1ST AVE,HANFORD,CA,311911.0,Subchapter S Corporation,344.0,4/15/2020,Suncrest Bank
95482,NICK BARBIERI TRUCKING LLC,3471 N. STATE STREET,UKIAH,CA,484110.0,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
92606,"NICKCO HOSPITLATITY, LLC",16721 MILLIKAN AVE,IRVINE,CA,722511.0,Limited  Liability Company(LLC),500.0,4/11/2020,Citizens Business Bank
95825,"NIELLO BAVARIAN AUTOMOBILES, INC.",2020 Fulton Ave,SACRAMENTO,CA,441110.0,Subchapter S Corporation,223.0,4/9/2020,"BMW Bank of North America, Inc."
95815,"NIELLO COMPANY, THE",1481 River Park Dr,SACRAMENTO,CA,441110.0,Corporation,174.0,4/27/2020,"Bank of America, National Association"
94108,"NINTHDECIMAL, INC.",150 POST ST STE 500,SAN FRANCISCO,CA,519130.0,Corporation,85.0,4/7/2020,Western Alliance Bank
95828,NMI INDUSTRIAL HOLDINGS INC,8503 WEYAND AVE,SACRAMENTO,CA,551112.0,Subchapter S Corporation,80.0,4/28/2020,Mechanics Bank
91311,"NNA SERVICES, LLC",9350 De Soto Avenue 0.0,CHATSWORTH,CA,541990.0,Limited  Liability Company(LLC),218.0,4/8/2020,"JPMorgan Chase Bank, National Association"
91311,NOBLE HOUSE HOME FURNISHINGS LLC,21325 SUPERIOR ST,CHATSWORTH,CA,423210.0,Limited  Liability Company(LLC),217.0,4/6/2020,"PNC Bank, National Association"
90265,NOBU MALIBU LLC,22706 Pacific Coast Highway,MALIBU,CA,722511.0,Limited  Liability Company(LLC),0.0,4/11/2020,New York Business Development Corporation
94545,NOR-CAL MOVING SERVICES,3129 Corporate Pl,HAYWARD,CA,484210.0,Subchapter S Corporation,25.0,4/27/2020,Comerica Bank
94538,"NOR-CAL VENTURE GROUP, INC.",3550 Mowry Ave.,FREMONT,CA,722513.0,Corporation,500.0,4/28/2020,Fremont Bank
90620,NORITSU AMERICA CORPORATION,6900 NORITSU AVENUE,BUENA PARK,CA,423410.0,Corporation,153.0,4/30/2020,Bank of the West
90703,"NORM REEVES, INC.",18500 STUDEBAKER RD,CERRITOS,CA,441110.0,Corporation,326.0,4/27/2020,Comerica Bank
92821,"NORTH AMERICAN STAFFING GROUP, INC.",3 POINTE DR Suite 107,BREA,CA,561320.0,Subchapter S Corporation,195.0,4/11/2020,Bank of the West
92831,NORTH AMERICAN VIDEO CORPORATION,1335 S. Acacia Ave,FULLERTON,CA,561621.0,Corporation,163.0,4/8/2020,"JPMorgan Chase Bank, National Association"
92009,NORTH COAST MEDICAL SUPPLY,2544 CAMPBELL PL,CARLSBAD,CA,454390.0,Corporation,250.0,4/3/2020,"Bank of Southern California, National Association"
95425,NORTH COAST VINEYARD MANAGEMENT INC,116 ZINFANDEL CT,CLOVERDALE,CA,115116.0,Corporation,299.0,4/9/2020,Exchange Bank
95670,"NORTH STATE ELECTRICAL CONTRACTORS, INC.",11101 White Rock Road,RANCHO CORDOVA,CA,238210.0,Subchapter S Corporation,204.0,4/15/2020,Bank of the West
91107,NORTHCENTRAL PIZZA LLC,1935 E. COLORADO BLVD #B,PASADENA,CA,722513.0,Limited  Liability Company(LLC),444.0,4/14/2020,Manufacturers Bank
94121,NORTHERN CALIFORNIA INSTITUTE FOR RESEAR,4150 CLEMENT ST,SAN FRANCISCO,CA,813319.0,Non-Profit Organization,229.0,5/3/2020,"Bank of America, National Association"
95403,NORTHERN CALIFORNIA MEDICAL ASSOCIATES INC.,3536 MENDOCINO AVE,SANTA ROSA,CA,621111.0,Corporation,335.0,4/6/2020,Poppy Bank
93514,NORTHERN INYO HEALTHCARE DISTRICT,150 PIONEER LN,BISHOP,CA,621112.0,Non-Profit Organization,499.0,4/28/2020,Oak Valley Community Bank
95988,NORTHERN VALLEY INDIAN HEALTH,207 N BUTTE ST,WILLOWS,CA,921190.0,Non-Profit Organization,337.0,4/15/2020,"U.S. Bank, National Association"
95035,"NORTHLAND CONTROL SYSTEMS, INC.",1533 California Circle,MILPITAS,CA,238210.0,Corporation,167.0,4/15/2020,"Bank of America, National Association"
91325,"NORTHWEST EXCAVATING, INC.",18201 NAPA ST,NORTHRIDGE,CA,237130.0,Subchapter S Corporation,72.0,4/11/2020,Pacific Premier Bank
95403,NORTHWEST GENERAL ENGINEERING,5492 OLD REDWOOD HWY,SANTA ROSA,CA,541330.0,Corporation,145.0,4/8/2020,Umpqua Bank
94545,"NORTON PACKAGING, INC.",20670 CORSAIR BLVD,HAYWARD,CA,561910.0,Corporation,236.0,4/30/2020,Bank of the West
94002,NOTRE DAME DE NAMUR UNIVERSITY,1500 Ralston Ave,BELMONT,CA,611310.0,Non-Profit Organization,297.0,4/27/2020,First Republic Bank
93101,NOVACOAST INC.,1505 Chapala Street 0.0,SANTA BARBARA,CA,541519.0,Corporation,350.0,4/9/2020,"JPMorgan Chase Bank, National Association"
94025,NOVO CONSTRUCTION,1460 O'Brien Drive,MENLO PARK,CA,236220.0,Corporation,150.0,4/8/2020,Fremont Bank
92883,"NP MECHANICAL, INC.",9225 STELLAR CT Ste. A,CORONA,CA,238220.0,Subchapter S Corporation,291.0,4/8/2020,American Business Bank
90061,"NRI USA,LLC",13200 S BROADWAY,LOS ANGELES,CA,488510.0,Limited  Liability Company(LLC),398.0,4/8/2020,City National Bank
94111,NTROPIC LLC,1025 Battery St,SAN FRANCISCO,CA,512110.0,Limited  Liability Company(LLC),118.0,4/30/2020,"Harvest Small Business Finance, LLC"
94010,NUEVA SCHOOL,6565 Skyline Blvd,BURLINGAME,CA,611699.0,Non-Profit Organization,260.0,4/15/2020,Boston Private Bank & Trust Company
90067,"NUORDER, INC",1901 Avenue of the Stars 175m,LOS ANGELES,CA,511210.0,Corporation,107.0,4/13/2020,Silicon Valley Bank
92618,NUTRAWISE HEALTH & BEAUTY CORPORATION,9600 TOLEDO WAY,IRVINE,CA,325411.0,Corporation,161.0,4/6/2020,City National Bank
91748,NUTRICION FUNDAMENTAL INC.,19315 SAN JOSE AVE,CITY OF INDUSTRY,CA,445110.0,Corporation,250.0,4/3/2020,"VelocitySBA, LLC"
95380,"NUTRIUS, LLC",5213 W MAIN ST,TURLOCK,CA,311119.0,Limited  Liability Company(LLC),64.0,4/8/2020,City National Bank
91505,"NW ENTERTAINMENT, INC",2660 W. OLIVE AVE,BURBANK,CA,512191.0,Corporation,194.0,4/5/2020,City National Bank
90017,"NYDJ APPAREL, LLC",801 S. Figueroa St. Suite 2500,LOS ANGELES,CA,315240.0,Limited  Liability Company(LLC),112.0,4/27/2020,CommerceWest Bank
90278,"NZG SPECIALTIES, INC.",2580 Santa Fe Avenue,REDONDO BEACH,CA,424480.0,Corporation,302.0,4/13/2020,"Zions Bank, A Division of"
95209,O'CONNOR WOODS HOUSING CORPORATION,3400 Wagner Heights Rd,STOCKTON,CA,623312.0,Non-Profit Organization,265.0,4/10/2020,Bank of Stockton
90211,"O'GARA COACH COMPANY, LLC",8833 W Olympic Blvd,BEVERLY HILLS,CA,441110.0,Limited  Liability Company(LLC),293.0,4/10/2020,BMO Harris Bank National Association
94043,"O'GRADY PAVING, INC",2513 WYANDOTTE ST,MOUNTAIN VIEW,CA,237310.0,Subchapter S Corporation,80.0,4/13/2020,Comerica Bank
94005,O'KEEFFE'S INC,100 N Hill Dr. Ste. 12,BRISBANE,CA,327215.0,Subchapter S Corporation,230.0,4/30/2020,Bank of the West
90703,"O.E.C. SHIPPING LOS ANGELES, INC.",13100 ALONDRA BLVD Ste 100,CERRITOS,CA,488510.0,Corporation,228.0,4/14/2020,Comerica Bank
95125,"O.M.,INC.",1079 Lincoln Ave,SAN JOSE,CA,722511.0,Subchapter S Corporation,269.0,4/27/2020,Bank of the West
96002,"O2 STAFFING, INC.",915 Mistletoe Lane,REDDING,CA,561320.0,Corporation,250.0,4/3/2020,Cornerstone Community Bank
92562,"OAK GROVE INSTITUTE FOUNDATION, INC.",24275 Jefferson Ave,MURRIETA,CA,621112.0,Non-Profit Organization,342.0,5/1/2020,"JPMorgan Chase Bank, National Association"
94804,"OAKLAND PAPER & SUPPLY, INC.",3200 REGATTA BLVD SUITE F,RICHMOND,CA,333993.0,Corporation,110.0,4/9/2020,California Bank of Commerce
91355,"OAKRIDGE LANDSCAPE, INC.","28064 AVENUE STANFORD, UNIT K",VALENCIA,CA,561730.0,Corporation,447.0,4/9/2020,"Citibank, N.A."
91362,OAKS CHRISTIAN SCHOOL,31749 La Tienda Road,WESTLAKE VILLAGE,CA,611110.0,Non-Profit Organization,328.0,4/11/2020,"MUFG Union Bank, National Association"
94608,OAKS CLUB ROOM LP,4097 SAN PABLO AVE,EMERYVILLE,CA,713210.0,Partnership,310.0,5/21/2020,Tri Counties Bank
94005,"OAKVILLE PRODUCE PARTNERS, LLC",453 Valley Drive,BRISBANE,CA,424480.0,Limited  Liability Company(LLC),142.0,4/27/2020,"MUFG Union Bank, National Association"
92660,OBAIDI DENTAL CORPORATION,657 Camino De Los Mares,SAN CLEMENTE,CA,621210.0,Corporation,5.0,4/30/2020,Celtic Bank Corporation
93003,"OCEAN CITIES PIZZA, INC.",1811 KNOLL DR,VENTURA,CA,722513.0,Corporation,499.0,4/27/2020,Pacific Western Bank
95667,OCEAN GROVE CHARTER SCHOOL,4535 MISSOURI FLAT RD,PLACERVILLE,CA,611110.0,Non-Profit Organization,153.0,4/7/2020,River City Bank
92647,OCEAN MEDIA LLC,17011 BEACH BLVD 15TH FLOOR,HUNTINGTON BEACH,CA,541840.0,Limited  Liability Company(LLC),122.0,4/15/2020,"Citibank, N.A."
92054,OCEANS ELVEN CASINO,121 BROOKS ST,OCEANSIDE,CA,713210.0,Partnership,343.0,4/10/2020,Citizens Business Bank
92009,"OCEANSIDE AUTO COUNTRY, INC.",5424 PASEO DEL NORTE,CARLSBAD,CA,441110.0,Subchapter S Corporation,351.0,4/27/2020,Toyota Financial Savings Bank
92887,"OFFICE SOLUTIONS BUSINESS PRODUCTS AND SERVICES, LLC",23303 LA PALMA AVE,YORBA LINDA,CA,424120.0,Limited  Liability Company(LLC),165.0,4/14/2020,"Citibank, N.A."
93001,OFFSHORE CRANE & SERVICE CO.,1375 N Olive St,VENTURA,CA,532411.0,Subchapter S Corporation,98.0,4/13/2020,Citizens Business Bank
94954,OIL STOP LLC,5330 Old Redwood Hwy,PETALUMA,CA,811191.0,Limited  Liability Company(LLC),218.0,4/15/2020,"Zions Bank, A Division of"
90670,OIL WELL SERVICE COMPANY,10840 Norwalk Blvd.,SANTA FE SPRINGS,CA,213112.0,Subchapter S Corporation,500.0,5/3/2020,"Zions Bank, A Division of"
92101,OLD GLOBE THEATRE,1363 OLD GLOBE WAY,SAN DIEGO,CA,711190.0,Non-Profit Organization,148.0,4/27/2020,"Harvest Small Business Finance, LLC"
93313,OLDENKAMP TRUCKING INC.,11314 Wible Road,BAKERSFIELD,CA,112120.0,Corporation,130.0,4/27/2020,"American AgCredit, ACA"
94588,OLE HEALTH,1141 PEAR TREE LANE,NAPA,CA,813410.0,Non-Profit Organization,270.0,4/15/2020,Mechanics Bank
92618,OLUKAI LLC,10 FARADAY,IRVINE,CA,316210.0,Limited  Liability Company(LLC),137.0,4/9/2020,Bank of the West
94104,OMNI SAN FRANCISCO CORPORATION,500 California Street,SAN FRANCISCO,CA,721110.0,Corporation,245.0,4/10/2020,"Affiliated Bank, National Association"
90212,"OMNINET PROPERTY MANAGEMENT, INC.","9420 Wilshire Blvd., 4th Floor",BEVERLY HILLS,CA,531120.0,Corporation,181.0,4/27/2020,"MUFG Union Bank, National Association"
94104,"OMNISCI, INC.",100 Montgomery Street 5th Floor,SAN FRANCISCO,CA,511210.0,Corporation,69.0,4/15/2020,Silicon Valley Bank
95610,ON MY OWN INDEPENDENT LIVING SERVICES,6939 SUNRISE BLVD,CITRUS HTS,CA,623110.0,Subchapter S Corporation,473.0,5/3/2020,"U.S. Bank, National Association"
95624,ON THE SPOT RV & TRAILER REPAIR,9068 ELKMONT DR UNIT C,ELK GROVE,CA,811310.0,Corporation,2.0,5/3/2020,"Bank of America, National Association"
91367,"ONPREM SOLUTION PARTNERS, LLC",21700 OXNARD ST #950,WOODLAND HILLS,CA,541618.0,Limited  Liability Company(LLC),187.0,4/8/2020,City National Bank
91762,ONTARIO REFRIGERATION SERVICE INC.,635 S Mountain Ave,ONTARIO,CA,238220.0,Subchapter S Corporation,227.0,4/11/2020,"Zions Bank, A Division of"
91761,"ONTARIO T, INC.",1201 Kettering Dr. 0.0,ONTARIO,CA,441110.0,Subchapter S Corporation,340.0,4/9/2020,"JPMorgan Chase Bank, National Association"
94104,"OPEN TRIP, INC.",548 MARKET ST STE 73298,SAN FRANCISCO,CA,481111.0,Corporation,100.0,4/8/2020,Western Alliance Bank
94134,OPENERP S.A.,250 Executive Park Blvd Ste 3400,SAN FRANCISCO,CA,541511.0,Corporation,169.0,4/28/2020,First Republic Bank
92618,"OPERATION TECHNOLOGY, INC.",17 GOODYEAR,IRVINE,CA,541511.0,Corporation,156.0,5/8/2020,California Bank of Commerce
95113,OPPORTUNITY FUND COMMUNITY DEVELOPMENT,111 West Saint John St Suite 800,SAN JOSE,CA,523999.0,Non-Profit Organization,124.0,4/12/2020,Beneficial State Bank
90272,OPTIMISCORP,225 Mantua Road,PACIFIC PALISADES,CA,621498.0,Corporation,357.0,4/27/2020,"Citibank, N.A."
90042,"OPTIMIST BOYS' HOME AND RANCH, INC.",6957 N Figueroa St Room 225,LOS ANGELES,CA,623990.0,Non-Profit Organization,290.0,4/5/2020,City National Bank
90045,"OPTIMIST, INC.",5431 W 104th St,LOS ANGELES,CA,541810.0,Corporation,65.0,4/16/2020,"Bank of America, National Association"
92123,"OPTIONS FOR ALL, INC",5050 MURPHY CANYON RD Ste 220,SAN DIEGO,CA,531110.0,Non-Profit Organization,414.0,4/16/2020,Bank of the West
92590,OPTO 22,43044 Business Park Dr,TEMECULA,CA,325992.0,Corporation,135.0,4/15/2020,"Bank of America, National Association"
92801,ORANGE COUNTY ERECTORS INC,517 E. LA PALMA AVE.,ANAHEIM,CA,332311.0,Subchapter S Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92701,ORANGE COUNTY SCHOOL OF THE ARTS,1010 N MAIN ST,SANTA ANA,CA,611110.0,Non-Profit Organization,500.0,6/15/2020,Farmers & Merchants Bank of Long Beach
92618,ORANGEPEOPLE,"300 Spectrum Center Drive, #400",IRVINE,CA,518210.0,Subchapter S Corporation,83.0,4/30/2020,WebBank
94306,"ORBITAL INSIGHT, INC","3000 El Camino Real, Building 2",PALO ALTO,CA,511210.0,Corporation,0.0,4/13/2020,Silicon Valley Bank
95948,ORCHARD HOSPITAL,240 SPRUCE ST,GRIDLEY,CA,722511.0,Non-Profit Organization,254.0,4/16/2020,"U.S. Bank, National Association"
95993,ORCHARD MACHINERY CORPRPORATION,2700 Colusa Hwy,YUBA CITY,CA,333111.0,Corporation,154.0,4/7/2020,River Valley Community Bank
92081,ORION CONSTRUCTION CORPORATION,2185 LA MIRADA DR,VISTA,CA,236210.0,Corporation,129.0,4/16/2020,"Citibank, N.A."
95077,"ORTEGA BERRY FARMS, LLC",P.O. Box 390,WATSONVILLE,CA,111334.0,Limited  Liability Company(LLC),425.0,4/11/2020,"American AgCredit, ACA"
90703,"ORTHO MATTRESS, INC",11030 Artesia Blvd 0.0,CERRITOS,CA,442110.0,Subchapter S Corporation,20.0,4/9/2020,"JPMorgan Chase Bank, National Association"
90007,ORTHOPAEDIC HOSPITAL,403 W Adams Blvd 0.0,LOS ANGELES,CA,622310.0,Non-Profit Organization,254.0,4/10/2020,"JPMorgan Chase Bank, National Association"
94303,OSHMAN FAMILY JEWISH COMMUNITY CENTER,3921 FABIAN WAY,PALO ALTO,CA,624110.0,Professional Association,0.0,4/13/2020,Cross River Bank
91367,"OSI DIGITAL, INC.","5950 Canoga Ave., Ste. 300",WOODLAND HILLS,CA,541512.0,Corporation,104.0,4/14/2020,Nano Banc
95008,"OSI ENGINEERING, INC",901 BASCOM AVE Suite 160,CAMPBELL,CA,561320.0,Subchapter S Corporation,85.0,4/27/2020,City National Bank
90241,"OSI STAFFING, INC",10913 LA REINA AVE STE B,DOWNEY,CA,999990.0,Corporation,485.0,5/6/2020,"Bank of America, National Association"
92614,OSO HOME CARE INC,17175 Gillette Ave,IRVINE,CA,621610.0,Subchapter S Corporation,206.0,4/15/2020,"Bank of America, National Association"
92011,"OSTENDO TECHNOLOGIES, INC.",6185 Pdel Norte Suite 200,CARLSBAD,CA,334413.0,Corporation,103.0,4/13/2020,Meridian Bank
92614,OTA FRANCHISE CORPORATION,17780 Fitch Suite 200,IRVINE,CA,611710.0,Subchapter S Corporation,310.0,4/27/2020,Pacific Mercantile Bank
94104,"OTO ANALYTICS, INC","548 Market St., #73871",SAN FRANCISCO,CA,511210.0,Corporation,108.0,4/13/2020,"Harvest Small Business Finance, LLC"
94621,OTO LLC,8181 Oakport Street 0.0,OAKLAND,CA,441110.0,Subchapter S Corporation,180.0,4/10/2020,"JPMorgan Chase Bank, National Association"
96080,"OUTBACK CONTRACTORS, INC.",13670 STATE HIGHWAY 36,RED BLUFF,CA,237990.0,Corporation,,4/14/2020,Banner Bank
92807,"OUTDOOR DIMENSIONS, LLC",5325 E HUNTER AVE,ANAHEIM,CA,321999.0,Limited  Liability Company(LLC),211.0,4/4/2020,Enterprise Bank & Trust
91505,"OUTLOOK AMUSEMENTS, INC.",2900 W. Alameda Ave. Suite 400,BURBANK,CA,517919.0,Subchapter S Corporation,153.0,4/9/2020,Pacific Mercantile Bank
90638,"OUTLOOK RESOURCES, INC.",14860 & 14930 ALONDRA BLVD,LA MIRADA,CA,339940.0,Corporation,394.0,4/7/2020,Bank of Hope
92660,"OUTSOURCE TECHNICAL, LLC","2 CORPORATE PLAZA DR, STE 125",NEWPORT BEACH,CA,561311.0,Limited  Liability Company(LLC),116.0,4/29/2020,Citizens Business Bank
91730,"OVEREASY, INC.",8656 UTICA AVE,RANCHO CUCAMONGA,CA,722511.0,Subchapter S Corporation,32.0,4/5/2020,Pacific Premier Bank
90230,OVERLAND COMPUTER SERVICE CO.,5150 Overland Ave,CULVER CITY,CA,811212.0,Partnership,494.0,4/28/2020,"MUFG Union Bank, National Association"
92111,OVERLAND STORAGE INC.,4542 Ruffner St. Ste 250 0.0,SAN DIEGO,CA,334112.0,Corporation,100.0,4/10/2020,"JPMorgan Chase Bank, National Association"
94903,OVERSIGHT SECURITY INC,4040 civic center drive suite 200,SAN RAFAEL,CA,561612.0,Corporation,217.0,6/25/2020,Celtic Bank Corporation
94538,OVERTON SECURITY SERVICES INC,39300 CIVIC DR,FREMONT,CA,561612.0,Subchapter S Corporation,425.0,4/15/2020,"U.S. Bank, National Association"
92227,"OWB PACKERS, LLC",57 E SHANK RD,BRAWLEY,CA,311611.0,Limited  Liability Company(LLC),250.0,4/3/2020,"Bank of Southern California, National Association"
96001,"OWENS HEALTHCARE, INC.",2247 COURT ST,REDDING,CA,551112.0,Corporation,135.0,4/4/2020,Tri Counties Bank
92612,OWL INTERNATIONAL INC DBA GLOBAL,2465 CAMPUS DRIVE SUITE 120,IRVINE,CA,561210.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94040,"OZY MEDIA, INC.",800 W El Camino Real #260,MOUNTAIN VIEW,CA,541511.0,Corporation,103.0,4/28/2020,Silicon Valley Bank
92374,P&R PAPER SUPPLY CO INC,1898 E. COLTON AVE,REDLANDS,CA,424130.0,Corporation,242.0,4/6/2020,American Business Bank
96080,"P. J. HELICOPTERS, INC.",903 LANGLEY WAY,RED BLUFF,CA,481219.0,Corporation,110.0,4/15/2020,Umpqua Bank
91105,P.R. PERNECKY MANAGEMENT CORPORATION,980 South ARROYO PKWY #220,PASADENA,CA,722511.0,Subchapter S Corporation,500.0,4/27/2020,Community National Bank & Trust of Texas
93063,"P.W. GILLIBRAND CO., INC.",4537 Ish Drive,SIMI VALLEY,CA,212321.0,Subchapter S Corporation,192.0,4/11/2020,"JPMorgan Chase Bank, National Association"
92649,"P.W. STEPHENS ENVIRONMENTAL, INC.",15201 PIPELINE LN STE B,HUNTINGTON BEACH,CA,238990.0,Subchapter S Corporation,220.0,5/1/2020,"JPMorgan Chase Bank, National Association"
90815,"P2S ENGINEERING, INC.",5000 E SPRING ST Floor 8,LONG BEACH,CA,541330.0,Corporation,,4/9/2020,Farmers & Merchants Bank of Long Beach
95965,"P31 ENTERPRISES, INC.",4288 State Highway 70,OROVILLE,CA,115310.0,Corporation,125.0,4/15/2020,First Savings Bank
90067,PACHULSKI STANG ZIEHL & JONES LLP,10100 SANTA MONICA BLVD Suite 1300,LOS ANGELES,CA,541110.0,Partnership,,4/10/2020,"Banc of California, National Association"
93908,PACIFIC AG RENTALS LLC,4 HARRIS RD,SALINAS,CA,333318.0,Limited  Liability Company(LLC),189.0,4/15/2020,"Bank of America, National Association"
90058,"PACIFIC AMERICAN FISH COMPANY, INC",5525 S. Santa Fe Avenue,VERNON,CA,424610.0,Corporation,19.0,4/12/2020,"MUFG Union Bank, National Association"
90017,PACIFIC ASIAN CONSORTIUM IN EMPLOYMENT,1055 Wilshire Blvd Ste 1475,LOS ANGELES,CA,624310.0,Corporation,350.0,5/1/2020,"JPMorgan Chase Bank, National Association"
92126,PACIFIC BUILDING GROUP,9752 Aspen Creek Court # 150,SAN DIEGO,CA,238990.0,Subchapter S Corporation,263.0,4/13/2020,First-Citizens Bank & Trust Company
94925,PACIFIC CATCH,770 TAMALPAIS DR SUITE 400,CORTE MADERA,CA,722511.0,Corporation,500.0,4/13/2020,City National Bank
94545,"PACIFIC CHEESE CO.,INC","21090 Cabot Blvd,",HAYWARD,CA,424430.0,Subchapter S Corporation,280.0,4/30/2020,Bank of the West
92612,"PACIFIC CITY OPERATIONS, LLC",2532 DUPONT DR,IRVINE,CA,721110.0,Limited  Liability Company(LLC),,4/9/2020,Farmers & Merchants Bank of Long Beach
92064,PACIFIC COAST ACADEMY,13915 Danielson ST STE 103,POWAY,CA,611110.0,Non-Profit Organization,,6/1/2020,Greater Nevada CU
94577,PACIFIC COAST CONTAINERS,432 ESTUDILLO AVE.,SAN LEANDRO,CA,488210.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94085,PACIFIC COAST SALES 26 SERVICE,310 SOQUEL WAY,SUNNYVALE,CA,,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
91303,PACIFIC COAST TREE EXPERTS,"22048 SHERMAN WAY, STE 105",CANOGA PARK,CA,238990.0,Subchapter S Corporation,223.0,4/27/2020,Sunwest Bank
92672,"PACIFIC CREST PROMOTIONS, LLC",216 Avenida Fabricante #106,SAN CLEMENTE,CA,541820.0,Limited  Liability Company(LLC),158.0,5/1/2020,Bank of the West
95814,"PACIFIC ETHANOL PEKIN, LLC",400 Capitol Mall Suite 2060,SACRAMENTO,CA,211120.0,Limited  Liability Company(LLC),190.0,4/30/2020,"Bank of America, National Association"
93721,"PACIFIC GOLD MARKETING, INC.",745 BROADWAY ST,FRESNO,CA,237990.0,Corporation,94.0,4/4/2020,Fresno First Bank
94301,"PACIFIC HOTEL DEVELOPMENT VENTURE, L.P.",625 El Camino Real,PALO ALTO,CA,721110.0,Partnership,188.0,4/28/2020,Riverview Bank
92570,PACIFIC HYDROTECH CORPORATION,314 E. 3RD ST,PERRIS,CA,237110.0,Corporation,250.0,4/3/2020,American Business Bank
94111,PACIFIC LANGHAM NEW YORK CORPORATION,"201 California St, Suite 500 0",SAN FRANCISCO,CA,721110.0,Corporation,260.0,4/27/2020,"Citibank, N.A."
90660,PACIFIC LOGISTICS CORP,7255 Rosemead Boulevard,PICO RIVERA,CA,453998.0,Sole Proprietorship,139.0,4/14/2020,"Readycap Lending, LLC"
94506,"PACIFIC MERITAGE, LLC",BLACKHAWK PLAZA CIR,DANVILLE,CA,999990.0,Limited  Liability Company(LLC),250.0,4/5/2020,"American Savings Bank, FSB"
93456,PACIFIC PETROLEUM CALIFORNIA INC,1615 E Betteravia,SANTA MARIA,CA,484110.0,Corporation,268.0,4/11/2020,Community Bank of Santa Maria
90245,"PACIFIC RETAIL CAPITAL PARTNERS, LLC",100 North Pacific Coast Hwy #1925 0.0,EL SEGUNDO,CA,531390.0,Limited  Liability Company(LLC),80.0,4/9/2020,"JPMorgan Chase Bank, National Association"
